name;synonyme;comment
Exeter;exoniae;
Exeter;iscae damnoniorum;
Exeter;iscae dunmoniorum;
Exeter;iscae dunmoniorum;
Exeter NH;america exeter;
Fairfield Ct;fairfield conn;
Falkirk;eaglais bhric;
Falmouth Me;falmouth;
Falmouth Me;falmouth casco bay me;
Falun;fahlun;
Faringdon;faringdon england;
Farmington Ct;farmington conn;
Fawsley;fawsley northants;
Fayetteville NC;fayetteville;
Fayetteville NC;fayette ville etat de la caroline du nord;
FincastleVA;fincastle va;
Firenze;florenti;
Fishkill NY;fish kill;
Fishkill NY;fishkill;
Fishkill NY;fish kill ny;
Fitchburg Ma;fichtburg;
Fitchburg Ma;fichtburg mass;
Fitchburg Ma;fitchburg;
Fitchburg Ma;fitchburgissa mass;
Fitchburg Ma;fitchburg mass;
Fitchburg Ma;fitchburg massachusetts;
Fleet;fleet lincs;
Flensburg;flensburgh;
Flushing;flishing;
Fort McHenry Ms;fort mchenry walnut hills miss;
Frankfurt;francefort et à londres;
Frankfurt;francefort et london;
Frankfurt;francefort londres;
Frankfurt;francfort;
Frankfurt;francfort et leipzig;
Frankfurt;franc fort leipzig;
Frankfurt;francfort leipzig;
Frankfurt;franckfurt;
Frankfurt;franckfurt am mäyn und leipzig;
Frankfurt;franckfurth;
Frankfurt;francofurti;
Frankfurt;francofurti london;
Frankfurt;francofvrti;
Frankfurt;frankfurt a/m;
Frankfurt;frankfurt am main;
Frankfurt;frankfurt und leipzig;
Frankfurt;abroad frankfurt;
Frankfurt;frankfurt emden;
Frankfurt;anspac;
Frankfurt;franckfort on mayne;
Frankfurt;francoforte;
Frankfurt;francoforti;
Frankfurt;francoforti ad moenum;
Frankfurt;frankfort;
Frankfurt;frankofourd;
Frankfurt an der Oder;frankofurti ad viadrum;
Fredericktown Md;frederick town state maryland;
Fredericktown Md;frederick town state of maryland;
Fredericktown Md;frederick town md;
Fredericktown Md;friederich stadt md;
Fredericktown Md;friedrich stadt md;
Fredicksburg Va;fredericksburg va;
Freetown;ghaer lleon;
Freiburg im Breisgau;freiburg baden;
Freiburg im Breisgau;freiburg in baden;
Friedensthal Pa;friedensthal bei bethlehem pa;
Friedensthal Pa;friedensthal bey bethlehem pa;
Fryeburg Me;fryeburgh me;
Furth;fu rth;
Furth;fu rth;
Furth;fürth;
Gainsborough;cainsbrough;
Gainsborough;gainsbro;
Gainsborough;gainsbrough;
Gainsborough;gainsborough england;
Galway;galway ireland;
Durham;gateshead durham england;
Durham;gateshead durham;
Durham;dunelmiae;
Durham;dunelmiae;
Durham;gateshead;
Durham;durham england;
Durham;gateside gateshead co durham england;
Gdansk;danzig;
Gdansk;gdańsk;
Geneva;geneua;
Geneva;geneue;
Geneva;genevae;
Geneva NY;geneva york;
Geneve;gene ve;
Geneve;genève;
Georgetown Washington DC;georgetown;
Georgetown Washington DC;george town dc;
Georgetown Washington DC;george town potomak;
Georgetown Washington DC;george town potowmack;
Georgetown Washington DC;george town potowmack dc;
Georgetown Va;george town va;
Gera;gera germany;
Germantown Pa;germanton pa;
Germantown Pa;germant aun pa;
Germantown Pa;germantaun pa;
Germantown Pa;germantaun;
Germantown Pa;germanton;
Germantown Pa;germantown;
Germantown Pa;germantown pe;
Germantown Pa;germantown pennsylvania;
Ghent;att gant;
Ghent;gandavi;
Ghent;gant;
Ghent;gante;
Ghent;gavnt;
Ghent;newly yn gaunte;
Ghent;gant ghent;
Giessen;giessae;
Giessen;giessae cattorum;
Giessen;gissae;
Gilmanton NH;gilmanton;
Glasgow;ar na chur gclo nglasgo;
Glasgow;clscuae;
Glasgow;do chuireadh so gelo nglasgo;
Glasgow;glagow;
Glasgow;glascho;
Glasgow;glascow;
Glasgow;glascuae;
Glasgow;glascue;
Glasgow;glascvae;
Glasgow;glasg;
Glasgow;glasgdw;
Glasgow;glasggw;
Glasgow;glas gho;
Glasgow;glasgnae;
Glasgow;glasgoh;
Glasgow;glasgoviae;
Glasgow;glasgovv;
Glasgow;gla sgow;
Glasgow;glasgo w;
Glasgow;glasgow london and glasgow;
Glasgow;glasgow london;
Glasgow;glasgow london at glasgow;
Glasgow;glasgow london glasgow;
Glasgow;glasgow london printed;
Glasgow;glasgow scotland;
Glasgow;glasgu;
Glasgow;glasgua;
Glasgow;glasguaae;
Glasgow;glasguae;
Glasgow;glasguae;
Glasgow;glasgvae;
Glasgow;glasow;
Glasgow;glassacha;
Glasgow;glassgow;
Glasgow;glosgovv;
Glasgow;glsgow;
Glasgow;glasgow edinburgh; 
Gloucester;glocester;
Gloucester;gloucester england;
Gloucester Ma;glocester ma;
Gloucester Ma;glocester mass;
Gloucester Ma;gloucester mass;
Godby;godby åland;
Görliz;görlitz;
Gothenburg;goteborg;
Gothenburg;göteborg;
Gothenburg;götheborg;
Gothenburg;götheborg åbo;
Gothenburg;gotheburg;
Gothenburg;gothoburgae;
Gothenburg;gothoburgi;
Gothenburg;gottenberge;
Göttingen;goettingae;
Göttingen;goettingen;
Göttingen;gottingae;
Göttingen;gottingen;
Göttingen;göttingen und gotha;
Göttingen;gottingue;
Gouda;ter goude;
Grand Rapids Mi;grand rapids mich;
Greenfield Ma;greenfield mass;
Greenfield Ma;greenfield massachusetts;
Greenfield Ma;greenfield masschusetts;
Greenfield Ma;greenfield mass;
Greensburg Pa;greensburg westmoreland penn;
Greifswald;greiffswald;
Greifswald;gryphiae;
Greifswald;gryphisuualdiae;
Greifswald;gryphiswaldae;
Greifswald;gryphiswaldi;
Greifswald;gryphiswaldiae;
Greifswald;gryphisuualdiae;
Greifswald;gryphiswaldiae;
Greifswald;suobaci;
Greifswald;suobaci recusa;
Greifswald;gryfisbaldi a greifswald;
Greifswald;gryfisbaldi a greifswald;
Greifswald;te gryfisbaldia greifswald;
Gutersloh;gu tersloh;
Gutersloh;gutersloh;
Haaparanta;haparanda;
Haarlem;harlem;
Haarlem;haarlem;
Haarlem;harlem netherlands london england;
Hagerstown Md;hägers taun hagerstown md;
Hagerstown Md;hägerstaun märyland;
Hagerstown Md;hägerstaun md;
Hagerstown Md;hagers town md;
Hagerstown Md;hagerstown md johann gruber;
Hagerstown Md;hšgers taun hagerstown md;
Halberstadt;halberstadtiae;
Halifax NS;canada;
Halifax;hall halifax;
Halifax;Halifax england;
Halifax NS;halifax nova scotia;
Halifax NS;nova scotia;
Hall England;hall england;
Halle;hall;
Halle;curiae regnitianae;
Halle;hållas;
Halle;halle a d saale;
Halle;halle a s;
Halle;halle a/s;
Halle;hall saxony;
Halle;höllas;
Halle;halle magdeburg;
Hallowell Me;district maine hallowell;
Hallowell Me;district of maine hallowell;
Hallowell Me;hallowell district maine;
Hallowell Me;hallowell hook maine;
Hallowell Me;hallowell hook me;
Hallowell Me;hallowell ma;
Hallowell Me;hook hallowell me;
Hallowell Me;maine hallowell;
Hamburg;amburgo;
Hamburg;gamburg;
Hamburg;gamburg london;
Hamburg;gamburg';
Hamburg;germany;
Hamburg;germany hamburg;
Hamburg;hamborough;
Hamburg;hamboroughe;
Hamburg;hambourg;
Hamburg;hambourg brunswick;
Hamburg;hambourgh;
Hamburg;hamburg and london;
Hamburg;hamburg germany;
Hamburg;hamburgh;
Hamburg;hamburgi;
Hamburg;hamburgk;
Hamburg;hamburg london;
Hamburg;hampuri;
Hamburg;harburg;
Hamburg;gamburg r london;
Hamburg;gamburg r;
Hamburg;gamburg r london gelsingfors;
Hamburg;altona hamburg;
Hämeenlinna;hämeeenlinna;
Hämeenlinna;hämeelinna;
Hämeenlinna;hämeenlinna porvoo;
Hämeenlinna;hämeenlinnassa;
Hämeenlinna;hämeenlinna tampere;
Hämeenlinna;hämennlinna;
Hämeenlinna;hämennlinna jyväskylä;
Hämeenlinna;hämennlinnassa;
Hämeenlinna;hus;
Hämeenlinna;tavastehus;
Hämeenlinna;tavastgus;
Hämeenlinna;tavastgus';
Hämeenlinna;t hus;
Hamina;fredrikshamn;
Hamina;fridrihsgamn;
Hamina;fridrihsgamn;
Hamina;haminassa;
Hanau;hanaw;
Hanau;hanna;
Hancock Mi;hancock;
Hancock Mi;hancockissa mich;
Hancock Mi;hancock mich;
Hancock Mi;hancock michigan;
Hanko;hangö;
Hanko;hankoniemi;
Hanna WY;hanna wyo;
Hanover NH;hanoverensi nh;
Hannover;Hanover;
Hannover;hanoviae;
Hannover;Hanover m alister s stadt pa;
Hanover Pa;Hannover pa;
Hanover NH;Hanover newhampshire;
Hanover NH;Hanover new hampshire;
Hanover NH;Hanover nh;
Hanover NH;Hanover n h dartmouth college;
Harbor Oh;harbor;
Harderwijk;harderwijck;
Harderwijk;traiecti ad rhenum;
Harford Md;harford;
Harjavalta;harjavallassa;
Harlech;argraphwyd yng haerludd;
Härnösand;hernösand;
Härnösand;hernösandesne;
Härnösand;hšrnšsand;
Härnösand;trukketum hernösandesne;
Harrisburgh;harrisburg;
Harrisburgh;harrisburgh;
Harrisburgh Pa;härrisburg pa;
Harrisburgh Pa;harrisburgh pennsylvania;
Harrisburgh Pa;harrisburgh pe;
Hartford Ct;hartford;
Hartford Ct;hartfordiae hartford;
Hartford Ct;hartford conn;
Hartford Ct;hartford connecticut;
Hartford Ct;hartfordiae;
Haunia;hauniae;
Havanna;havana;
Havanna;la havana;
Haverhill Ma;haverhill;
Haverhill Ma;haverhill mass;
Haverhill Ma;haverhill massachusetts;
Haverhill NH;haverhill new hampshire;
Heidelberg;haidelberge;
Heidelberg;heidelbergae;
Heinäjoki;heinjoki;
Helmstadt;helmstat;
Helmstedt;helmaestadii;
Helmstedt;helmstadii;
Helsinki;åggelby;
Helsinki;ågggelby;
Helsinki;gel'singfors;
Helsinki;gel'singfors';
Helsinki;gel'singfors'';
Helsinki;gelʼsingfors;
Helsinki;gelʼsingfors';
Helsinki;gelsingfors;
Helsinki;gelsingfors';
Helsinki;gel'singfrs';
Helsinki;gelsingfrs;
Helsinki;gel'zingfors';
Helsinki;gelzingfors;
Helsinki;g gel'singfors';
Helsinki;g gelsingfors;
Helsinki;helsigfors;
Helsinki;helsignfors;
Helsinki;helsingfors;
Helsinki;helsingfors helsingi;
Helsinki;helsingfors helsingissä;
Helsinki;helsingforsia;
Helsinki;helsingforsiae;
Helsinki;helsingforsiae;
Helsinki;helsingforsisa;
Helsinki;helsingfors köpenhamn;
Helsinki;helsingfors leipzig;
Helsinki;helsingforso;
Helsinki;helsingfors stockholm;
Helsinki;helsingfors turku;
Helsinki;helsingfos;
Helsinki;helsingfros;
Helsinki;helsingi linnas;
Helsinki;helsingin kaupungisa;
Helsinki;helsingis;
Helsinki;helsingisä;
Helsinki;helsingissä;
Helsinki;helsingissä helsingfors;
Helsinki;helsingissä helsinki;
Helsinki;helsingofrs;
Helsinki;helsink;
Helsinki;helsinkai;
Helsinki;helsinki b frenckell;
Helsinki;helsinki frenckell;
Helsinki;helsinki jyväskylä;
Helsinki;helsinki k e holm;
Helsinki;helsinki kuopio;
Helsinki;helsinki otava;
Helsinki;helsinki simelius;
Helsinki;helsinkissä;
Helsinki;helsinki tampere;
Helsinki;helsinki viipuri;
Helsinki;hfors;
Helsinki;hki;
Helsinki;kelsinki;
Helsinki;mu helsinki;
Helsinki;oulunkylä;
Hemel Hempstead;hemel hemstead;
Henley-on-Thames;henley;
Henley-on-Thames;henley england;
Hereford;hereford england;
Herford;erford;
Hertford;hertford england;
Hillsborough NC;hillsborough;
Hillsborough NC;hillsborough north carolina;
Hindolverston;hindolveston norfolk;
Houghton Mi;houghton mich;
Huddersfield;huddersfield england;
Hudson NY;hudson;
Hudson NY;hudson york;
Hull;hull england;
Hull;kingston upon hull;
Hull;kingston upon hull england;
Huntingdon;huntingdon hunts;
Hwlffordd;haverfordwest;
Inari;enare;
Inis Córthaidh;eniscorthy;
Inis Córthaidh;inis córthaidh;
Inishmacadurn;rutland island;
Inkeri;inkerinmaa;
Inkeri;inkerinmaalla;
Inkoo;ingå;
Inkoo;ingö;
Inverness;innoirnish;
Ipswich;ippeswich;
Ipswich;ippeswych;
Ipswich;ippiswich;
Ipswich;ippiswiche;
Ipswich;ippyswiche;
Ipswich;ippyswitcyhe;
Ipswich;ippyswyche;
Ipswich;ipswich england;
Ipswich;suffolk;
Ironwood Mi;ironwood;
Ironwood Mi;ironwood mich;
Ironwood Mi;ironwood michigan;
Ísafjördur;i safjördur;
Ísafjördur;safjördur;
Ísafjördur;i safjördur;
Ísafjördur;isafjördur;
Ísafjördur;isafjördur;
Ishpeming Mi;ishpeming;
Ishpeming Mi;ishpeming mich;
Ishpeming Mi;ishpeming michigan;
Isokyrö;orisberg;
Istanbul;constantinople;
Jacobson Mi;jacobson minn;
Jelgava;jelgawa;
Jelgava;jelgawa;
Jelgava;jelgawâ;
Jelgava;mitau;
Jelgava;mitau und leipzig;
Jena;i\\.e na;
Jena;jenae;
Jena;jena leipzig;
St Helier;jersey;
Jerusalem;jeurslem;
Joensuu;joensuussa;
Johnstown NY;johnstown;
Jönnköping;jönkiöping;
Jönnköping;jönköping;
Jyväskylä;jyvaeskylae;
Jyväskylä;jyvaeskylaessae;
Jyväskylä;jyvaeskylaessae;
Jyväskylä;jyväkylä;
Jyväskylä;jyväskylän kaupunnissa;
Jyväskylä;jyväskylässä;
Jyväskylä;jywäskylä;
Jyväskylä;jywäskylässä;
Jyväskylä;jywäskylästä;
Kajaani;kajana;
Kaleva Mi;kaleva;
Kaleva Mi;kaleva mich;
Kaleva Mi;kaleva michigan;
Kaleva Mi;kalevassa mich;
Karjaa;karis;
Karlskrona;carls crona;
Karlskrona;carlscrona;
Karlskrona;carlskrona;
Karlsruhe;carlsruhe;
Kaskinen;kaskö;
Kazan;kazan';
Keene NH;kaeniae neo hantoniae;
Keene NH;keene new hampshire;
Keene NH;keene newhampshire;
Keene NH;keene state new hampshire;
Keene NH;keene state of new hampshire;
Keene NH;new hampshire;
Kelso;kelso scotland;
Kelso;keslo;
Kemi;kemissä;
Kendal;kendal england;
Frankfort Ky;kentucky;Washington Ky/Frankfort Ky
Kharkiv;har'kov';
Kharkiv;Har kov;
Kharkiv;harkov;
Kidderminster;kidderminister;
Kidderminster;kiddermister;
Kiel;kiliae;
Kildare;cell s brigid;
Kilkenny;kilkeniae;
Kilkenny;kilkenny ireland;
Kilkenny;kilkeny;
Killingworth Ct;killingworth conn;
Kilmarnock;kilmarnock;
Kings Lynn;lynn;
Kings Lynn;lynn kings lynn england;
Kings Lynn;kings s lynn;
Kingston;kington;
Kingston upon Thames;surry;
Kingston;jamaica;
Kingston;kingston jamaica;
Kingston upon Thames;kingston upon thames;
Kingston NY;kingsthon ny;
Kingston NY;kingstone ny;
Kingston NY;kingston ulster county new york;
Kingstown;kingstown saint vincent;
Kingstown;kingstown saint vincent st vincent;
Kingstown;kingstown st vincent;
Kinnaird;kinnard;
Kirkcaldy;kirkcally;
Kirkkonummi;kyrkslätt;
Knaresborough;knaresbro;
Knaresborough;knaresbro harrogate;
Knaresborough;knaresbrough;
Knoxville Oh;knoxville territory south ohio;
Knoxville TN;knoxville state of tennessee;
Knoxville TN;knoxville state tennessee;
Knoxville TN;knoxville tenn;
Koivulahti;kvevlaks;
Kokkola;gamlakarleby;
Koningsberg;ko\?nigsberg
Koningsberg;königsberg;
Koningsberg;regiomonti borussorum;
Koningsberg;regiomonti borvssiae;
Kotka;kotkassa;
Krakow;poland;
Krakow;w krakowie;
Kristiinankaupunki;kristiina;
Kristiinankaupunki;kristinehamn;
Kristiinankaupunki;kristinestad;
Kruunupyy;kronoby;
Kuopio;kuopio linnas;
Kuopio;kuopio sortavala;
Kuopio;kuopiossa;
Kuopio;kuopio viipuri;
La Chapelle-Montligeon;la chapelle montligeon;
Lahti;lahdessa;
Lahti;lahtis;
Lancaster Pa;dieser calender ist zu haben lancäster pa;
Lancaster Pa;lancaster;
Lancaster Pa;lancäster;
Lancaster Pa;lancaaster pa;
Lancaster Pa;läncaster pa;
Lancaster Pa;lancäster pa;
Lancaster Pa;lancaster penn;
Lansingburgh NY;lansingburgh york;
Lappeenranta;lappeenrannassa;
Lappeenranta;villmanstrand;
Lappeenranta;willmanstrand;
Lapua;lapualla;
La Trinite;la trinite martinique;
Leeds;leedes;
Leeds;leeds england;
Leeds;leevs;
Leeuwarden;norwich actually leeuwarden;
Le Havre;au havre;
Leicester;leicester england;
Leiden;leide;
Leiden;leiden holland;
Leiden;leiden london;
Leiden;leyde;
Leiden;leyden;
Leiden;ludguni batavorum;
Leiden;lugd batavorum;
Leiden;lugduni batauorum;
Leiden;lugduni batavorum;
Leiden;lvgd batav;
Leiden;lvgdvni batavorvm;
Leiden;tot leiden;
Leiden;lugduni leiden;
Leipzig;leibzig;
Leipzig;leip;
Leipzig;leipsic;
Leipzig;leipsic londres;
Leipzig;leipzig amsterdam;
Leipzig;leipzig breslau;
Leipzig;leipzig frankfurt;
Leipzig;leipzig und amsterdam;
Leipzig;lepzig;
Leipzig;liepzig;
Leipzig;lipsiae;
Leipzig;leipzig gera;
Edinburgh;Leith scotland;
Edinburgh;Leith;
Edinburgh;leith leith;
Edinburgh;leith london leith;
Edinburgh;leith london;
Leominster Ma;leominster mass;
Leominster Ma;leominster massachusetts;
Leominster Ma;leominster masschusetts;
Letchworth;oahspe home letchworth;
Leuven;lobhain;
Leuven;lobháin;
Leuven;louain;
Leuven;louaine;
Leuven;louan;
Leuven;louayne;
Leuven;lovan;
Leuven;lovanii;
Leuven;lovanij;
Lewes;lewes england;
Lexington KY;lexington;
Lexington KY;lexington kentucky;
Liège;lvyck;
Liège;leodii;
Liège;liege paris;
Liège;liege;
Liège;liége;
Liège;liège paris;
Liège;leodii louvain;
Liepaja;libau;
Liepaja;liep ja;
Liepaja;liepja;
Limerick;limerick ireland;
Limerick;limrieck;
Lincoln;lincoln england;
Lincoln;lincolniae;
Lincoln;lingoln;
Lincoln;sincoln;
Linköping;lincopiae;
Linköping;linkiöping;
Linköping;linköpingisä;
Linköping;linnköping;
Lisbon;lisbo;
Lisbon;lisboa;
Lisbon;lisbone;
Litchfield Ct;connecticut;
Litchfield Ct;lichfield;
Litchfield Ct;lichfield conn;
Litchfield Ct;lichfield sic conn;
Litchfield Ct;litchfield;
Litchfield Ct;litch field conn;
Litchfield Ct;litchfield conn;
Litchfield Ct;litchfield connecticut;
Litchfield Ct;litchfield hartford;
Litchfield Ct;litchfield london lichfield;
Litoměřice;leitmeritz;
Litoměřice;litom“¿ice;
Liverpool;lerpwl;
Liverpool;leverpoole;
Liverpool;liverpoole;
Liverpool;liverpool england;
Liverpool;liverpoolissa;
Livorno;filadelfia;
Livorno;leghorn;
Livorno;legorne;
Livorno;livourne;
Llanymddyfri;llandovery;
Dover NH;dover new hampshire
Llwydlo;poughnill;
Lohja;lojo;
London;lundain;
London;llvndain;
London;lundain;
London;anno aux blackefriers;
London;inclytam urbem londinum;
London;westmonasterium;
London;westmoster;
London;westmystre;
London;bermondsey;
London;blackfriars;
London;burtons coffee house london;
London;burtons london;
London;caxton;
London;chiswick;
London;londo n;
London;london;
London;london;
London;londo ni;
London;londonia rum;
London;londoniensi;
London;clerkenwell;
London;court old baily;
London;croydon;
London;dicks coffee house in skinner row whereprinting work is done;
London;d lo ndon;
London;dondon;
London;dormer black white court old baily where advertisements letters are taken;
London;east ham;
London;east ham and/or stonor park pyrton;
London;east molesey;Earlier this was its own place so should it be London or East Molesey?
London;east molesey surrey;
London;westmynster;
London;enfield;
London;london r;
London;london abroad;
London;engelland;
London;england;
London;hoc opusculum londoniis;
London;londo n;
London;londo⁻n;
London;london;
London;london;
London;london;
London;westmonasterio;
London;westmonasterio;
London;finsbury;
London;greenwich;
London;hackney;
London;hammersmith;
London;hampstead;
London;hanley;
London;holborn;
London;hounslow;
London;house;
London;house london;
London;londoniensi;
London;lōdonus;
London;london;
London;londōn;
London;lond;
London;lond ini;
London;imprimeal̀ondres;
London;imprimeál̀ondres;
London;inlondini;
London;in the savoy;
London;in the savoy london;
London;islington;
London;j and t dormer in black and white court in the old baily where advertisements and letters are taken in;
London;lambeth;
London;lambeth surrey;
London;lewisham;
London;llondon;
London;llundain;
London;llundain london;
London;l n;
London;lndon;
London;n london;
London;lnodon;
London;lo;
London;loddon;
London;lodini;
London;lodnon;
London;lodnonsic;
London;lod on;
London;lod⁻on;
London;lodon;
London;lodoni;
London;lodonus;
London;lofdon;
London;loldon;
London;lomdon;
London;lond;
London;londar;
London;londdn;
London;londees;
London;londen;
London;londen engelland;
London;londen in engelland;
London;londes;
London;londgn;
London;londidi;
London;londin;
London;londinensis;
London;l ondini;
London;lo ndini;
London;lon dini;
London;lond ini;
London;londini;
London;londini amstelodami;
London;londini edinburgh;
London;londini hague;
London;londinii;
London;londinij;
London;londini lipsiae;
London;londini london;
London;londini london england;
London;londini lugduni leiden;
London;londini roterodami;
London;londinis;
London;londini ussum;
London;londinj;
London;londino;
London;londinum;
London;lond n;
London;londn;
London;londnon;
London;londo;
London;londod;
London;londoh;
London;londoini;
London;londom;
London;l ondo n;
London;l ondon;
London;lo ndon;
London;lon do n;
London;lon don;
London;lond on;
London;londo n;
London;londo⁻n;
London;london';
London;london};
London;london aberdene;
London;london amsterdam;
London;london and aberdene;
London;london and birmingham england;
London;london and dublin;
London;london and edinburgh;
London;london and francfort;
London;london and leith;
London;london and now edinburgh;
London;london and oxford;
London;london and re edinburgh;
London;london and westminster;
London;london and westminster england;
London;london berlin;
London;london birmingham;
London;london birmingham england;
London;london bristol;
London;london brussels;
London;london bs n;
London;london cambridge;
London;london coventry;
London;london dublin;
London;londone;
London;london edinburgh;
London;london engelland;
London;london england;
London;london england edinburgh scotland;
London;london fleet;
London;london fleetstreete;
London;london francfort;
London;london glasgow;
London;london göttingen;
London;london hague;
London;london hall;
London;london hamburg;
London;london hannover;
London;london hartford;
London;london house;
London;london i;
London;londoni;
London;londoniae;
London;londonie;
London;londonii;
London;lon doniis;
London;lond oniis;
London;londoniis;
London;londonij;
London;londonijs;
London;londonijs paris;
London;london in engelland;
London;london in fleetstreete;
London;londonini;
London;london in povvles churchyarde;
London;london in powles churchyarde;
London;london in powles church yarde by rycharde iugge and to the quenes maiestie cum priuilegio regiae maiestatis;
London;london in the savoy;
London;london ipswich;
London;londonjanuary;
London;london leeds;
London;london leiden;
London;london leipsic;
London;london leipzig;
London;london leith;
London;london llundain;
London;london london;
London;london london kingston;
London;london londres;
London;london lothbery;
London;london lothbury;
London;london norwich;
London;londono;
London;london or edinburgh;
London;london or middelburgh;
London;london or oxford;
London;london oxford;
London;london paris;
London;london philadelphia;
London;london povvles churchyarde;
London;london powles church;
London;london powles churchyarde;
London;lon don;
London;londons;
London;london savoy;
London;london southwark;
London;london temstrete;
London;london t moore in white fryers;
London;london to prevent mis information;
London;london to the honorable house of commons;
London;london und berlin;
London;londonus;
London;london westminster;
London;london westminster england;
London;london white hall st barnabass festival;
London;london york london;
London;londoon;
London;londou;
London;londoun;
London;londra;
London;londra;
London;londra leghorn;
London;londra london england;
London;londra lucca pisa;
London;londra paris;
London;londra venice;
London;londre;
London;londres;
London;london;
London;londres amsterdam;
London;londres basel;
London;londres brussels;
London;londres cambridge;
London;londres dresden;
London;londres dublin;
London;londres frankfurt;
London;londres geneva;
London;londres geneve;
London;londres hague;
London;londres hamburg;
London;londres london;
London;londres london england;
London;londres neuchâtel;
London;londres paris;
London;londres the hague;
London;londres toulouse;
London;londrez;
London;londrish;
London;londun;
London;lonini;
London;lonkon;
London;lonlon;
London;lonndini;
London;lonndo;
London;lonndon;
London;lonnon;
London;lonodn;
London;lonon;
London;lonond;
London;lonoon;
London;lonton;
London;lontoo;
London;loondon;
London;lordon;
London;lothbery;
London;lothbury;
London;louanii;
London;loudon;
London;loundres par moy robert redman;
London;loydon;
London;lundain;
London;lunden;
London;lundini;
London;lundon;
London;lunnduin;
London;me iohan doesborowe;
London;me thabbey westmenstre london;
London;minories;
London;netherhall;
London;no little catherine street strand;
London;nondon;
London;ac diligenter non minimo labore revis us london̄;
London;ac diligenter non minimo labore revis us london;
London;diligenter non minimo labore revis us london;
London;londo n;
London;london;
London;london;
London;london;
London;londoniis;
London;nsis;
London;london;
London;london;
London;oenozithopoli;
London;oenozythopoli;
London;on don;
London;ondon;
London;oondon;
London;pimlico;
London;londiniis;
London;llundain;
London;london;
London;llyndain;
London;savoy;
London;savoy london;
London;shadwell;
London;smithfield;
London;somers town;
London;sommers town;
London;southwark;
London;southwarke;
London;southwarke/ me peter treueris;
London;southwerke;
London;sowthwarke;
London;spitalfields;
London;stamford by newcomb and peat;
London;stamford newcomb and pe;
London;stamford newcomb pe;
London;stamford newcomb peat;
London;st georges fields;
London;stratford;
London;strawberry hill;
London;suburbio londinensi uulgo dicti southvvarke;
London;londen;
London;the corner house in ludgate street next s t pauls church london;
London;the savoy;
London;the savoy london;
London;the signe of the dobbel hood;
London;the sign of the old kings head in axe yard in king street westminster;
London;this londou;
London;thys emprynteth westmynster;
London;tottenham;
London;translated out of the high dutch and london;
London;uxbridge;
London;londo n;
London;londo⁻n;
London;london;
London;londo n;
London;londo⁻n;
London;london;
London;londo n;
London;londo⁻n;
London;london;
London;londosi;
London;walworth;
London;war office;
London;westemynster;
London;westmester;
London;westmestre;
London;westminister;
London;westminster;
London;westminster england;
London;westmonasterii;
London;westmonasterio;
London;westmonasterius;
London;westmonesterio;
London;westmonstre;
London;westmynster;
London;westmyster;
London;whitechapel;
London;woolwich;
London;wyttenberge;
London;yorke at london;
London;londres bruxelles;
London;london barby;
London;great britain;
London;london york;
London;london southwarke;
London;london nuremberg;
London;smithfield london;
London;london;
London;pimlico london;
London;london kingston;
London;hammersmith london;
London;clerkenwell london england;
London Ct;london connecticut;
Londonderry;derry;
Londonderry;derry londonderry ireland;
Londonderry;l derry;
Londonderry;l derry londonderry ireland;
Londonderry;london derry;
Londonderry;londonderry ireland;
Long Buckby;buckby;
Louvain;lovain;
Louvain;lovanni;
Loviisa;lovisa;
Loviisa;loviza;
Luleå;luleö;
Luleå;luulaja;
Lund;llunden;
Lund;londini goth;
Lund;londini gothorum;
Lund;londini scanor;
Lund;londini scanorum;
Lund;lond scanorum;
Lund;lundae;
Lund;lundini goth;
Lustleigh;lustleigh devon;
Lviv;l vìv;
Lviv;l'vi v;
Lviv;l'vìv;
Lviv;lvi v;
Lviv;lvìv;
Lybeck;keyserligh frij rijkzstad lybeck;
Lybeck;lubecae;
Lybeck;lu beck;
Lybeck;lubeck;
Lybeck;luebeck;
Lybeck;lyypekki;
Lyon;lions;
Lyon;ludd;
Lyon;lugduni;
Lyon;lvgdvni;
Lyon;lyons;
Maastricht;maestricht;
Macclesfield;magclesfield;
Machynlleth;mackline;
Machynlleth;makline;
Madras India;madras;
Magdeburg;magdaeburgi;
Maidstone;maidston;
Maidstone;ma id stone;
Maidstone;maidsto ne;
Maidstone;maidstone england;
Mainz;mentz;
Mainz;mentz frankfort;
Mainz;mainz frankfurt;
Malda;malda bengal;
Malmö;malm;
Malmö;malmoo;
Manchester;blackley;
Manchester;manchester england;
Manchester;mancunii;
Marburg;marpurgi cattorum;
Marburg;marpvrgi cattorvm;
Mariehamn;maarianhamina;
Marlborough;marlborough england;
Mechelen;mechlin;
Mechelen;mechlin with licence;
Medford Ma;medford mass;
Medford Ma;medford massachusetts;
Medford Ma;medford masschusetts;
Middelburg;medioburgi zelandiae;
Middelburg;midddelburgh;
Middelburg;midddelburghsic;
Middelburg;middelborg;
Middelburg;middelborough;
Middelburg;middelburgh;
Middelburg;middelburgi;
Middelburg;middleborowgh;
Middelburg;middleborrow;
Middelburg;middleburg;
Middelburg;middleburgh;
Middelburg;middleburgii;
Middelburg;midelburge;
Middelburg;midlebrugh;
Middelburg;midleburgh;
Middleborough Ma;middleborough;
Middleborough Ma;middleborough plymouth mass;
Middleborough Ma;middleborough mass;
Middletown Ct;middletown;
Middletown Ct;middletown conn;
